"","Nazwa_Oferty","ID_Oferta","Marka","Model","Cena_Brutto","Rodzaj_Napedu","Typ_Skrzynia","Pojemnosc_Silnika","Typ_Paliwa","Zuzycie_Paliwa_na_100km","Emisja_CO2","Klasa_Emisji","Przebieg_Km","Pierwsza_Rejestracja","Poprzedni_wlasciciel","Kraj","Typ_Sprzedawcy","Moc_Silnika","Liczba_Zdjec","Wyposazenie","Liczba_elementow_wyposazenia"
"211","Kia Sportage 1.6 AWD DCT GT LINE 130 kW","48290025","Kia","Sportage",157599,"4x4","Automat","1591","Benzyna","7.6","175","Euro 6","7687","7/2020","1","Niemcy","Dealer","130",20,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,£opatki przy kierownicy",44
"212","Seat Leon ST 1.5 TSI FR 110 kW","48273321","Seat","Leon",128549,"4x2","Automat","1498","Benzyna","5.2","118","Euro 6d-TEMP","9950","3/2020","1","Niemcy","Dealer","110",15,"ABS,ESP,EDS,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,£opatki przy kierownicy",40
"213","Opel Crossland X 1.2 96 kW","48280862","Opel","Crossland X",104399,"4x2","Manual","1199","Benzyna","4.7","111","Euro 6d-TEMP","7818","1/2021","1","Niemcy","Dealer","96",13,"ABS,ESP,Funkcja Auto Hold,System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Czujnik wycieraczek,Tempomat",22
"214","BMW 220 140 kW","48306508","BMW","220",121499,"4x2","Automat","1995","Diesel","5","119","Euro 6d-TEMP","67600","8/2019","U¿ywany","Niemcy","Dealer","140",11,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Tempomat",28
"215","Opel Insignia Country Tourer 2.0 CDTI 128 kW","48293279","Opel","Insignia",142999,"4x2","Manual","1995","Diesel","4.1","108","Euro 6d","7244","10/2020","1","Niemcy","Dealer","128",15,"ABS,ESP,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Tempomat",33
"216","Volkswagen Passat Variant 1.5 TSI EVO Business 110 kW","48288239","Volkswagen","Passat",143199,"4x2","Automat","1498","Benzyna","5.6","128","Euro 6","26990","3/2021","U¿ywany","Niemcy","Dealer","110",10,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy",30
"217","Renault Talisman BLUE dCi 200 EDC INITIALE PARIS 147 kW","48256302","Renault","Talisman",142499,"4x2","Automat","1997","Diesel","5","159","Euro 6","17594","7/2020","U¿ywany","Francja","Dealer","147",52,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Œwiat³a do jazdy dziennej,Zamek centralny,Pod³okietnik z ty³u,Skórzana kierownica",12
"218","BMW 320 d xDrive M Sport 140 kW","48272966","BMW","320",179799,"4x4","Automat","1995","Diesel","4.6","120","Euro 6d-TEMP","57768","1/2020","1","Niemcy","Dealer","140",30,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,£opatki przy kierownicy,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów",35
"219","Volkswagen Tiguan 1.4 TSI ACT OPF 110 kW","48275674","Volkswagen","Tiguan",117299,"4x2","Manual","1395","Benzyna","5.8","132","Brak klasy emisji","59620","10/2017","2","Niemcy","Komis","110",15,"ABS,ESP,System ochrony pieszych,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",29
"220","BMW 530 Sport Line 215 kW","48315309","BMW","530",186749,"4x2","Automat","1998","Hybryda","2.3","53","Euro 6d-TEMP","72172","1/2019","1","Niemcy","Dealer","215",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Nawigacja,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,£opatki przy kierownicy",34
"221","BMW 430 Gran Coupé d xDrive Luxury Line 190 kW","48287580","BMW","430 Gran Coupé",186999,"4x4","Automat","2993","Diesel","5.9","155","Euro 6","27500","7/2018","1","Niemcy","Dealer","190",30,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,TV,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy,Tempomat,Pod³okietnik z przodu,Skórzana kierownica,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna",29
"222","Ford Puma 1.0 mHEV ST-Line 92 kW","48279738","Ford","Puma",114049,"4x2","Manual","998","Hybryda","4.3","97","Euro 6d-TEMP","29865","12/2020","1","Niemcy","Dealer","92",13,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek",34
"223","Mazda CX-5 194 Automatic AWD Sports-Line 143 kW","48298026","Mazda","CX-5",128499,"4x4","Automat","2488","Benzyna","7.1","162","Euro 6","38640","1/2018","1","Niemcy","Dealer","143",16,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Tempomat",30
"224","Volkswagen Tiguan 2.0 TDI SCR 4Motion DSG 140 kW","48262870","Volkswagen","Tiguan",124099,"4x4","Automat","1968","Diesel","5.7","149","Euro 6c","95000","3/2018","1","Niemcy","Komis","140",15,"ABS,ESP,System ochrony pieszych,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzowana skrytka,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,£opatki przy kierownicy,Tempomat",41
"225","Ford Mondeo 138 kW","48265644","Ford","Mondeo",168149,"4x2","Automat","1999","Hybryda","4.3","99","Euro 6d","29203","2/2021","1","Niemcy","Dealer","138",30,"ABS,ESP,Asystent stabilnoœci (TSA),Funkcja Auto Hold,Asystent hamowania (EBA, BAS),Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Tempomat",42
"226","Hyundai i30 2.0 T-GDi N Performance 202 kW","48284061","Hyundai","i30",157899,"4x2","Manual","1998","Benzyna","7.8","178","Euro 6d-TEMP","7999","3/2021","1","Niemcy","Dealer","202",30,"ABS,ESP,EDS,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Przyciemniane szyby,System doœwietlania zakrêtów,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Sportowe przednie siedzenia,Regulowana kierownica,Tempomat",41
"227","Volkswagen Passat 2.0 TDI SCR DSG 140 kW","48267976","Volkswagen","Passat",124449,"4x2","Automat","1968","Diesel","4.6","120","Euro 6","30200","6/2019","09/2022","Niemcy","Komis","140",20,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Przyciemniane szyby,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",29
"228","Volkswagen Tiguan 140 kW","48259937","Volkswagen","Tiguan",194199,"4x4","Automat","1968","Diesel","5.4","141","Euro 6d-TEMP","13998","9/2020","1","Niemcy","Dealer","140",20,"ABS,ESP,EDS,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzowana skrytka,Klimatyzacja automatyczna,Ogrzewanie postojowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Sprzêg przyczepy,£opatki przy kierownicy",46
"229","Mazda CX-5 184 AWD SCR Sports-Line 135 kW","48270342","Mazda","CX-5",133899,"4x4","Manual","2191","Diesel","5.2","138","Euro 6","62702","10/2018","1","Niemcy","Dealer","135",17,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Radio,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Tempomat",35
"230","Mercedes-Benz C 220 d T 143 kW","48289948","Mercedes-Benz","C 220",158299,"4x2","Automat","1950","Diesel","4.8","128","Euro 6d-TEMP","51350","1/2019","1","Niemcy","Dealer","143",15,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Kontrola g³osowa,Nawigacja,Komputer pok³adowy,Radio samochodowe,£opatki przy kierownicy,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",31
"231","Jeep Compass 1.4 125 kW","48292762","Jeep","Compass",119449,"4x4","Automat","1368","Benzyna","7","160","Euro 6","25353","1/2018","1","Niemcy","Dealer","125",6,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",25
"232","BMW X1 25e 162 kW","48263773","BMW","X1",198699,"4x4","Automat","1499","Hybryda","1.9","43","Euro 6d","8672","12/2020","U¿ywany","Niemcy","Dealer","162",16,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Demontowany hak holowniczy,Tempomat",28
"233","Audi A4 Avant 40 TDI S tronic 140 kW","48293803","Audi","A4",173249,"4x2","Automat","1968","Diesel","4.6","121","Euro 6d-TEMP","10977","5/2020","1","Niemcy","Dealer","140",13,"ABS,ESP,EDS,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Nawigacja,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Sportowe przednie siedzenia",33
"234","Audi Q2 35 TFSI S 110 kW","48292927","Audi","Q2",179949,"4x2","Automat","1498","Benzyna","5.1","116","Euro 6","15200","4/2021","1","Niemcy","Dealer","110",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny",23
"235","Ford Focus Turnier 2.0 EcoBlue ST-LINE 110 kW","48259114","Ford","Focus",115899,"4x2","Manual","1995","Diesel","4.2","111","Euro 6d-TEMP","58880","10/2019","1","Niemcy","Dealer","110",22,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy,Tempomat",31
"236","Opel Grandland X 1.5 D Automatic Edition 96 kW","48260563","Opel","Grandland X",109099,"4x2","Automat","1499","Diesel","4.1","108","Euro 6d-TEMP","39999","12/2018","1","Niemcy","Dealer","96",20,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",24
"237","Toyota C-HR 2.0 135 kW","48294092","Toyota","C-HR",162699,"4x2","Automat","1987","Hybryda","4","86","Euro 6","4000","1/2022","U¿ywany","Francja","Dealer","135",21,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Œwiat³a automatyczne,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby",30
"238","BMW X1 110 kW","48271018","BMW","X1",123599,"4x2","Manual","1995","Diesel","4.6","120","Brak klasy emisji","40367","11/2018","1","Niemcy","Dealer","110",19,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Zamek centralny,Demontowany hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,ISOFIX na tylnych siedzeniach,Tempomat",20
"239","Alfa Romeo Stelvio 2.2 16V AT8 Q4 Super 154 kW","48314615","Alfa Romeo","Stelvio",143649,"4x4","Automat","2143","Diesel","4.8","127","Euro 6","86835","4/2019","U¿ywany","Francja","Dealer","154",21,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Komputer pok³adowy,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,System doœwietlania zakrêtów,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Tempomat",23
